Focus ID; Focus Name; Focus Description; Notes
STL_rebuild_louisiana;Rebuild Louisiana;;Empty description (localization key exists);
STL_new_constitional_convention;New Constitutional Convention;;Empty description (localization key exists);
STL_motorized_army;Motorized Army;;Empty description (localization key exists);
STL_continue_the_crusade;Continue the Crusade;;Empty description (localization key exists);
STL_jeffersonian_democracy;Jeffersonian Democracy;;Empty description (localization key exists);
STL_production_effort_3;[null];[null];Missing description (no localization key exists);
STL_construction_effort_2;[null];[null];Missing description (no localization key exists);
STL_share_the_wealth;Share the Wealth;;Empty description (localization key exists);
STL_CAS_effort;[null];[null];Missing description (no localization key exists);
STL_uncle_earl;Uncle Earl;;Empty description (localization key exists);
STL_Construct_rubber_plants;[null];[null];Missing description (no localization key exists);
STL_GEN_Mass_Conscription_effort;[null];[null];Missing description (no localization key exists);
STL_Develop_synth_rubber;[null];[null];Missing description (no localization key exists);
STL_return_to_longism;Return to Longism;;Empty description (localization key exists);
STL_doctrine_effort_2;[null];[null];Missing description (no localization key exists);
STL_AntiAircraft;[null];[null];Missing description (no localization key exists);
STL_secret_weapons;[null];[null];Missing description (no localization key exists);
STL_NAV_effort;[null];[null];Missing description (no localization key exists);
STL_infrastructure_effort;[null];[null];Missing description (no localization key exists);
STL_army_effort;[null];[null];Missing description (no localization key exists);
STL_equipment_effort;[null];[null];Missing description (no localization key exists);
STL_production_effort_2;[null];[null];Missing description (no localization key exists);
SOJ_Inviting_The_Full_wrath_of_Red_Army;Invite The Full Wrath Of The Red Army;;Empty description (localization key exists);
SOJ_Artillery_Upgrades;Artillery Upgrades;;Empty description (localization key exists);
SOJ_Aleutian_Steel_Projects;Aleutian Steel Project;;Empty description (localization key exists);
SOJ_Stalins_Orders;Stalin's Orders;;Empty description (localization key exists);
SOJ_Soviet_Arial_Procurement;Soviet Aerial Procurement;;Empty description (localization key exists);
SOJ_Aleutian_Steel_Projects_2;Expand The Aleutian Steel Project;;Empty description (localization key exists);
SOJ_Taking_Over_From_Alaska_Failures;Saving Alaska From Failure;;Empty description (localization key exists);
SOJ_Soviet_Hawaii;Soviet Hawaii;;Empty description (localization key exists);
SOJ_large_navy1;Prioritze A Large Navy;;Empty description (localization key exists);
SOJ_Ask_For_More_Prisoners;Ask For More Prisoners;;Empty description (localization key exists);
SOJ_Crack_down_on_NKVD;Crackdown On NKVD Autonomy;;Empty description (localization key exists);
SOJ_Soviet_Fighters;Soviet Fighter Development;;Empty description (localization key exists);
SOJ_Soviet_Rocketry;Soviet Rocketry;;Empty description (localization key exists);
SOJ_flexible_navy11;Maintain A Flexible Navy;;Empty description (localization key exists);
SOJ_naval_effort;Naval Effort;;Empty description (localization key exists);
SOJ_Asking_For_More_Weapons;Ask For More Weaponry;;Empty description (localization key exists);
SOJ_Demand_To_Be_Included_withd_research;Demand To Be Included In Soviet Research;;Empty description (localization key exists);
SOJ_capital_ships_effort;Capital Ship Supremacy;;Empty description (localization key exists);
SOJ_cruiser_effort;Cruiser Effort;;Empty description (localization key exists);
SOJ_Soviet_cas;Soviet CAS;;Empty description (localization key exists);
SOJ_Expand_Military_Settlements;Expand Military Settlements;;Empty description (localization key exists);
SOJ_New_Pacific_Overlords;New Pacific Overlords;;Empty description (localization key exists);
SOJ_Soviet_Bombers;Soviet Bombers;;Empty description (localization key exists);
SOJ_Gulag_Labour;Gulag Labor;;Empty description (localization key exists);
SOJ_accessing_the_armouries;Accessing The Armories;;Empty description (localization key exists);
SOJ_Soviet_Tank_Corps;Soviet Tank Corps;;Empty description (localization key exists);
SOJ_Pacific_Fleets_Must_Grow;The Pacific Fleet Must Grow;;Empty description (localization key exists);
SOJ_submarine_effort;Submarine Effort;;Empty description (localization key exists);
SOJ_destroyer_effort;Destroyer Effort;;Empty description (localization key exists);
CAN_Nationalist_win_election;Nationalist Win Election;;Empty description (localization key exists);
CAN_Found_the_NDP_Party;Found the Ndp Party;;Empty description (localization key exists);
CAN_far_east;Far East;;Empty description (localization key exists);
CAN_health_care_act;Health Care Act;;Empty description (localization key exists);
CAN_Deal_with_newfoundland_and_labrador;Deal with Newfoundland and Labrador;;Empty description (localization key exists);
CAN_Canadian_elections;Canadian Elections;;Empty description (localization key exists);
CAN_Great_westward_expansion_act;Great Westward Expansion Act;;Empty description (localization key exists);
CAN_Defensive_infrastructure;Defensive Infrastructure;;Empty description (localization key exists);
CAN_Synthetic_technologies;Synthetic Technologies;;Empty description (localization key exists);
CAN_Dominate_grain_industry;Dominate Grain Industry;;Empty description (localization key exists);
CAN_Purchase_Gold_to_back_our_dollar;Purchase Gold to Back Our Dollar;;Empty description (localization key exists);
CAN_From_sea_to_sea;From Sea to Sea;;Empty description (localization key exists);
CAN_Rockey_mountain_rails;Rockey Mountain Rails;;Empty description (localization key exists);
CAN_Give_UK_back_West_indies;Give Uk Back West Indies;;Empty description (localization key exists);
CAN_Fuel_Maritimes_industry;Fuel Maritimes Industry;;Empty description (localization key exists);
CAN_Exploit_alberta_oil;Exploit Alberta Oil;;Empty description (localization key exists);
CAN_Pinetree_line;Pinetree Line;;Empty description (localization key exists);
CAN_Prarie_rails;Prarie Rails;;Empty description (localization key exists);
CAN_Deal_with_Orange_order;Deal with Orange Order;;Empty description (localization key exists);
CAN_British_Columbia;British Columbia;;Empty description (localization key exists);
CAN_Mackenzie_King_Cult;Mackenzie King Cult;;Empty description (localization key exists);
CAN_A_policy_of_isolation;A Policy of Isolation;;Empty description (localization key exists);
CAN_Fund_the_CNR;Fund the Cnr;;Empty description (localization key exists);
CAN_The_summoning;The Summoning;;Empty description (localization key exists);
CAN_Give_UK_back_bahamas;Give Uk Back Bahamas;;Empty description (localization key exists);
CAN_Maple_Leaf_forever;Maple Leaf Forever;;Empty description (localization key exists);
CAN_relaiming_carribean_holdings;Relaiming Carribean Holdings;;Empty description (localization key exists);
CAN_Give_UK_back_Belize;Give Uk Back Belize;;Empty description (localization key exists);
CAN_argue_for_expansionism;Argue for Expansionism;;Empty description (localization key exists);
CAN_Open_country_for_immigrant_railway_workers;Open Country for Immigrant Railway Workers;;Empty description (localization key exists);
CAN_ask_the_uk_for_help;Ask the Uk for Help;;Empty description (localization key exists);
CAN_Fortify_great_lakes;Fortify Great Lakes;;Empty description (localization key exists);
CAN_Maritime_rails;Maritime Rails;;Empty description (localization key exists);
CAN_Federal_funding_for_Hailifax;Federal Funding for Hailifax;;Empty description (localization key exists);
CAN_Mackenzie_King_seances;Mackenzie King Seances;;Empty description (localization key exists);
CAN_Give_UK_back_Jamica;Give Uk Back Jamica;;Empty description (localization key exists);
CAN_Fund_Ontario_mining;Fund Ontario Mining;;Empty description (localization key exists);
CAN_Fortify_Prarie_border;Fortify Prarie Border;;Empty description (localization key exists);
CAN_quebec_rails;Quebec Rails;;Empty description (localization key exists);
CAN_Coastal_defenses;Coastal Defenses;;Empty description (localization key exists);
CAN_Invest_in_calgary;Invest in Calgary;;Empty description (localization key exists);
CAN_move_our_capitol_west;Move Our Capitol West;;Empty description (localization key exists);
CAN_Our_loyalties_lay_with_britian;Our Loyalties Lay with Britian;;Empty description (localization key exists);
